course,question,reference_answer,student_answer,instructor_score,semantic_score,rubric_score
Algoritma Pemrograman,Apa itu algoritma sorting?,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,90.6500015258789,10000.002,97.2
Algoritma Pemrograman,Apa itu algoritma sorting?,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,sebuah untuk mengurutkan Algoritma array. sorting adalah meskipun sebenarnya tidak diperlukan,72.76000213623047,7148.5513,71.6
Algoritma Pemrograman,Apa itu algoritma sorting?,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,Algoritma mengurutkan array. sebuah list elemen untuk atau sorting metode Pendekatan tersebut digunakan dalam berbagai kasus.,86.2699966430664,8610.113,94.6
Algoritma Pemrograman,Apa itu algoritma sorting?,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,kurang paham,0.0,172.60738,21.2
Algoritma Pemrograman,Apa itu algoritma sorting?,Algoritma sorting adalah metode untuk mengurutkan elemen dalam sebuah list atau array.,dalam atau elemen sebuah untuk adalah array. namun metode tersebut sudah tidak relevan,56.08000183105469,4360.6123,67.8
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",memecahnya dynamic programming membuat menyelesaikan menyimpan menjadi submasalah dengan dan hasilnya. dalam teknologi,77.23999786376953,6774.379,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",dengan masalah kecil dynamic membuat hasilnya. lebih sedangkan Algoritma pada optimal digunakan dalam sistem,75.13999938964844,6422.401,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",tidak tahu,0.0,-1462.434,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","keputusan kecil pada lebih menjadi greedy memecahnya dynamic langkah, sedangkan optimal digunakan dalam sistem",74.48999786376953,6747.282,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",dengan setiap dynamic dan memecahnya kecil sedangkan greedy lebih menjadi pada digunakan dalam sistem,74.81999969482422,6034.7144,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",pragmwmmipg hqsilnra. dao menjadi kbpudusan submasalah,4.010000228881836,1212.1602,33.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",tidak tahu,0.0,-1462.434,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","hasilnya. keputusan greedy menjadi langkah, optimal programming memecahnya pada dynamic membuat dan masalah menyimpan Algoritma dengan setiap submasalah yang sedangkan menyelesaikan",93.58000183105469,9267.266,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",Saya suka belajar pemrograman di kampus.,0.0,1170.5111,23.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",Saya suka belajar pemrograman di kampus.,0.0,1170.5111,23.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",masakah deliap selangknn recsl membuat oubmasalah,0.0,-499.4947,28.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","pada optimal hasilnya. memecahnya menjadi masalah Algoritma menyimpan greedy sedangkan submasalah setiap menyelesaikan langkah, membuat dan kecil keputusan lebih programming dengan",90.0,8858.01,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",membuat dynamic masalah keputusan hasilnya. lebih memecahnya kecil menjadi menyelesaikan greedy programming Algoritma tetapi konsep tersebut tidak digunakan lagi,85.38999938964844,8069.2793,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",belum mengerti,0.0,-959.56146,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","langkah, optimal menyelesaikan sedangkan kecil dynamic hasilnya. programming memecahnya pada setiap pada komputer",71.91999816894531,5616.756,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","setiap yang memecahnya Algoritma langkah, dynamic submasalah programming sedangkan kecil menyimpan dan pada tetapi sistem tersebut jarang dipakai",77.08000183105469,5592.9243,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya. Konsep ini penting dalam dunia teknologi informasi.",97.27999877929688,9558.246,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",Algoritma submasalah yang menyimpan optimal pada greedy dynamic keputusan setiap programming membuat dan tetapi konsep tersebut tidak digunakan lagi,88.4800033569336,8077.418,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",tidak tahu,0.0,-1462.434,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",hasilnya. setiap sedangkan optimal dengan menyelesaikan submasalah programming masalah lebih dynamic pada komputer,78.36000061035156,7089.765,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",tidak tahu,0.0,-1462.434,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",netiap ienyimlan vennadi dynamic programming hasilnja.,44.459999084472656,2492.5842,53.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","sedangkan menyelesaikan dengan dan membuat optimal masalah langkah, setiap pada menyimpan pada komputer",67.66999816894531,5634.128,91.26153846153846
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",Saya suka belajar pemrograman di kampus.,0.0,1170.5111,23.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","greedy progrcmming setiap langkah, cenjadi pdda",41.79999923706055,2698.9634,48.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","optimal memecahnya dynamic Algoritma dan menyelesaikan membuat pada dengan submasalah sedangkan programming menjadi masalah keputusan langkah, kecil hasilnya. setiap yang menyimpan Hal ini membantu meningkatkan efisiensi sistem.",85.37999725341797,7476.7915,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","membuat yang lebih keputusan greedy Algoritma dynamic pada optimal setiap menyimpan dan hasilnya. sedangkan menjadi memecahnya submasalah dengan langkah, kecil masalah",93.22000122070312,9052.0625,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dgngan memecahnya menjadi submasalah yang lebih kecil dan fenyimpan hasrlnya. Metode tersebut banyak digunakan dalam pengembangan aplikasi.",96.19000244140625,9265.013,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya. Pendekatan tersebut digunakan dalam berbagai kasus.",96.76000213623047,9735.29,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya. Contoh penerapannya sering ditemukan dalam sistem modern.",94.70999908447266,9538.015,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",tidak tahu,0.0,-1462.434,21.2
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","lebih membuat masalah langkah, greedy menjadi dynamic optimal submasalah memecahnya dengan dan menyimpan namun metode tersebut sudah tidak relevan",78.80999755859375,6803.9995,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",Saya suka belajar pemrograman di kampus.,0.0,1170.5111,23.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",setiap hasilnya. optimal greedy menyimpan dengan menjadi programming yang sedangkan dan dalam teknologi,75.41999816894531,6519.127,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","tynmmic rembuat lebih lfngkac, xxda Alporitma",0.0,-245.11761,28.6
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.",greedy dan kecil dynamic sedangkan menyelesaikan yang dengan setiap Algoritma hasilnya. pada komputer,79.94000244140625,6655.127,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedbngkan dynnmic programming menyelesaikan gasalah dengan memecahnya meojadi submasalah yang lebih kecil dan menyimpan hvsilnya. Metode tersebut banyak digunlkan dalam hengembangan aplikasi.",86.8499984741211,7800.7856,100.0
Algoritma Pemrograman,Jelaskan perbedaan antara algoritma greedy dan dynamic programming,"Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submasalah yang lebih kecil dan menyimpan hasilnya.","Algoritma greedy membuat keputusan optimal pada setiap langkah, sedangkan dynamic programming menyelesaikan masalah dengan memecahnya menjadi submysalah yang lebih kecil dan menyimpan hasilnya. Pendhkatan tersebut digunakan dalam berbagai kasus.",98.37999725341797,9744.052,100.0
